name	city	code	host	address
Shogun	Metairie	LA	shogunnola.com	5021 Fairfield St
Thanh Le's MMA at Moon College	Metairie	LA	lebrosmma.com	3313 Richland Ave Ste B
Pinnacle Martial Arts Academy	Monroe	LA	pinnacle-ma.com	2901 Desoto St
Louisiana Black Belt Academy	Morgan City	LA	morgancitymartialarts.com	6509 LA-182
GB Moss Bluff	Moss Bluff	LA	gbmossbluff.com	
Light City Martial Arts	Natchitoches	LA	lightcitymma.com	105 Isadore Dr
Progressive Martial Arts Training Center	New Iberia	LA	pmatc.com	1752 Center St
Church's Karate & Kickboxing Academy	New Orleans	LA	churchskarateacademy.com	4716 Paris Ave
Forever Driven Martial Arts	New Orleans	LA	foreverdrivennola.com	225 W Harrison Ave Ste A
Hayashi Judo School	New Orleans	LA	nolajudo.com	4521 Magazine St
NOLA BJJ Westbank	New Orleans	LA	westbanksocialclub.com	2901 General De Gaulle Dr
Temple Gym NOLA	New Orleans	LA	templegymnola.com	4521 Magazine St
Team Juggernaut Brazilian Jiu Jitsu & Fitness Academy	Opelousas	LA	teamjuggernautbrazilianjiujitsufitness.business.site	7971 Interstate 49 South Service Rd
Gracie United Team Jucao Plaquemine	Plaquemine	LA	facebook.com	58474 Belleview Dr
Criterion Jiu Jitsu	Prairieville	LA	criterionjiujitsu.com	40017 LA-42
Studio 334	Rayne	LA	facebook.com	206 E Texas Ave
Ronin Martial Arts & Fitness	River Ridge	LA	roninmma.fitness	10820 Jefferson Hwy
Triad Martial Arts Academy of Ruston	Ruston	LA		1323 S Service Rd W
Acadiana Jiu Jitsu	Scott	LA	acadianajiujitsu.com	5537 Cameron St
Carlos Machado Jiu Jitsu of Shreveport	Shreveport	LA	shreveportmartialart.com	2539 E 70th St
Clementi's Gladiator Academy	Slidell	LA	facebook.com	888 Old Spanish Trail
Premier Martial Arts Slidell	Slidell	LA	premiermartialarts.com	616 Robert Blvd
Gracie Stonewall Jiu Jitsu Academy	Stonewall	LA		671 Hwy 171 Suite J
Gracie United Jiu Jitsu - Lacombe	Sulphur	LA		1003 Beglis Pkwy
Indigo Brazilian Jiu Jitsu Sulphur	Sulphur	LA	indigobjj.com	180 N Cities Service Hwy Suite 2
Olympic Brazilian Jiu Jitsu	Sulphur	LA	olympicbjj.org	496 S Post Oak Rd
Power Extreme Fitness Training Center	Terrytown	LA	mmanola.com	900 Terry Parkway
Guerrilla Jiu-Jitsu Thibodaux	Thibodaux	LA	guerrillajiujitsuthibodaux.com	806 N Acadia Rd
Inner Game Jiu-Jitsu	Ville Platte	LA	innergamebjj.com	1233 West LaSalle Street
Kron Gracie Jiu Jitsu West Monroe	West Monroe	LA	kgjjwm.com	1412 Natchitoches St
Gladiators Academy of Youngsville	Youngsville	LA	gladiatorsyv.com	930 Fortune Rd STE A
Gracie Jiu-Jitsu Youngsville	Youngsville	LA	gracieyoungsville.com	501 Church St
Zachary Martial Arts	Zachary	LA	zacharymartialarts.com	2060 Church St
Phil Clark's Martial Arts & Relson Gracie Jiu-Jitsu Of KY	Ashland	KY	ashlandtaekwondo.com	601 28th St
Ebmas Bowling Green	Bowling Green	KY		596 Old Tram Rd
Hicsmma	Bowling Green	KY	hicsmma.com	150 Dishman Ln Building D
Kentucky Grapplers	Bowling Green	KY		519 E 2nd Ave
Sentou Dojo	Bowling Green	KY	bgdojo.com	1258 Elrod Rd
Corbin Martial Arts	Corbin	KY		798 Cumberland Gap Pkwy
BarnYard MMA	Crittenden	KY	barnyardmma.com	700 Violet Rd Suit A
Grant County Martial Arts Center	Dry Ridge	KY	grantcountymartialarts.com	1125 Fashion Ridge Rd
Combat Defense USA	Elizabethtown	KY		1111 N Dixie Hwy
E-town/Bowling Green Clube de Jiu-Jitsu	Elizabethtown	KY	e-townbjj.com	1506 Ring Rd
Son Of Siam Martial Arts	Erlanger	KY	sonofsiam.com	32 Kenton Lands Road
Frankfort Martial Arts	Frankfort	KY	martialartsky.com	699 Isaac Shelby Cir W
13 Jiu Jitsu	Glasgow	KY	facebook.com	105 Samson St
Skinner's Martial Arts	Grand Rivers	KY	skinnersmartialarts.com	
Club MMA	Highland Heights	KY	club-mma.com	1805 Alexandria Pike
Hopkinsville Martial Arts	Hopkinsville	KY	hoptownmartialarts.com	1005 Skyline Dr
Bluegrass Martial Arts	Jeffersontown	KY	bluegrassmartialarts.com	2506 Plantside Dr
Oldham County Martial Arts Academy	La Grange	KY	ocmaaky.com	4217 W Hwy 146
King's Academy BJJ	Leitchfield	KY		314 J & D Ln
Powers' Martial Arts	Lewisport	KY		17 Pell St
Lexington Academy of Martial Arts - LAMA	Lexington	KY	facebook.com	949 National Ave #180
Martial Arts USA (Fayette Mall Location)	Lexington	KY	martialartslexington.com	260 Meijer Way
United Martial Arts Academy	London	KY	kentuckymartialarts.com	813 S Main St
Area 502 MMA - Carlson Gracie Team	Louisville	KY	area502mma.com	444 Downes Terrace
Criterion Brazilian Jiu Jitsu of Louisville	Louisville	KY	criterionbjj.com	2801 Cleveland Blvd
Gracie Jiu-Jitsu of Kentucky - Louisville	Louisville	KY	graciekentucky.com	3600 Chamberlain Ln, Suite 136B
Louisville Ju Jitsu	Louisville	KY	louisvillejujitsu.com	1932 Production Dr
Louisville Martial Arts Academy	Louisville	KY	louisvillemartialarts.net	3600 Chamberlain Ln
MADE Fitness and Training Center	Louisville	KY	madelouisville.com	1200 Truman Park Dr
Real Fighters Gym, LLC	Louisville	KY	realfightersgym.com	2710 Holloway Rd #4
St. Matthews Martial Arts	Louisville	KY	gokempo.com	4160 Westport Rd B
Gracie Jiujitsu of Madisonville	Madisonville	KY	gjjmadisonville.com	1395c S Main St
Myers Martial Arts Center	Madisonville	KY	myersdojo.net	1365 S Main St Suite C
Iron Fist Gym	Maysville	KY	facebook.com	1010 Forest Ave
Life's Ultimate Martial Arts Academy	Maysville	KY	lumaacademy.net	293 Martin Luther King Hwy
Carlson Gracie Northern Kentucky - MMA, Jiu-Jitsu, & Judo	Newport	KY	carlsongracienky.com	818 Monmouth St
Newport Fitness	Newport	KY	newport-fitness.com	15 W 6th St
AKF Lexington Martial Arts	Nicholasville	KY	akflexington.com	125 Cynthia Dr
Wilson Fitness & Martial Arts	Olive Hill	KY	facebook.com	333 Warrior Dr
Gracie Owensboro	Owensboro	KY	gracieowensboro.com	4010 Frederica St
Hidden Samurai Martial Arts	Owensboro	KY	hiddensamurai.cmasdirect.com	1221 Moseley Street
Atmosphere Martial Arts Academy	Paducah	KY	atmospheremartialarts.com	3231 Lone Oak Rd
Elite Martial Arts-Richmond	Paducah	KY	elitema.org	451 Jordan Dr
Premier Martial Arts – Paducah	Paducah	KY	pmapaducah.com	451 Jordan Dr
Paris Fight Academy	Paris	KY		420 Main St
Figure 4 Fight Academy	Pikeville	KY		2566 Chloe Rd
Apex Martial Arts Academy	Shepherdsville	KY	theapexmaa.com	211 Arnold Dr Ste B
East West Karate and BJJ Somerset	Somerset	KY	facebook.com	406 Monticello St
Insight BJJ Somerset KY	Somerset	KY	insightbjj-ky.com	4360 S Hwy 27 Suite B
Somerset Martial Arts Summer Camp & Afterschool	Somerset	KY	somersetmartialartsky.com	180 Belmont Drive
American Grappling	Tompkinsville	KY	americangrappling.org	1101 N Main St
Go Do Ryu Mixed Martial Arts	Walton	KY	godoryu.com	67 N Main St
Apex Fight Systems	Akron	OH		21 N Arlington St
Dudu Barros Jiu Jitsu Academy	Akron	OH		1900 W Market St
Gotham Gym/ Savage MMA and Fitness LLC	Akron	OH	gothamgym.gymmasteronline.com	1946 Buchholzer Blvd
GT Brazilian Jiu-Jitsu	Akron	OH	gtbjjohio.com	1220 E Tallmadge Ave
McLeod Jiu-Jitsu Predator Martial Arts Royce Gracie Jiu-Jitsu	Akron	OH		1900 W Market St
Zahand's Martial Arts	Akron	OH	zahands.com	1576 Akron Peninsula Rd
Next Level Martial Arts Alliance	Alliance	OH	mountunionbjj.com	22019 Harrisburg Westville Rd
G-Force MMA	Amelia	OH	gforcemma.com	1726 E Ohio Pike
Consecution Jiu-Jitsu	Austinburg	OH	consecutionjiujitsu.com	2877 OH-307
Next Level Martial Arts Academy	Austintown	OH	youngstownmartialarts.com	5013 Mahoning Ave
Rio Pro Brazilian Jiu Jitsu	Beachwood	OH	rioprobjj.com	24000 Mercantile Rd Suite 5
Dayton Mixed Martial Arts Academy	Beavercreek	OH	daytonmma.com	3329 Seajay Dr
Rising Dragon Mixed Martial Arts & Fitness	Bedford Heights	OH	risingdragonmma.com	24565 Aurora Rd
Ohio Fitness & Martial Arts	Bellefontaine	OH		304 E Lake Ave
Jujitsu School Of Self Defense	Big Prairie	OH	jujitsuschool.net	13559 Shreve Rd
Gracie Cincinnati Jiu-Jitsu	Blue Ash	OH	graciecincinnati.com	11263 Williamson Rd
Brazilian Jiu-Jitsu & Self Defense Academy	Boardman	OH	youngstownjiujitsu.com	8302 Southern Blvd
1-Up BJJ/Team Chard West (inside Old School Iron Gym)	Brook Park	OH	1upjiujitsu.com	5139 W 140th St
RTSC Training Center	Brook Park	OH	sasclevelandohio.com	6511 Eastland Road Suite 109
Bryan Jiu-Jitsu Academy	Bryan	OH	jiujitsubryan.ninja	120 W High St
Infinity Arts	Cambridge	OH	facebook.com	61573 Moores Ln
Mario Sperry Jiu-Jitsu of Ohio	Canfield	OH	msjjo.com	64 Cardinal Dr Unit B
Sabatino MMA and Fitness	Canton	OH	facebook.com	3045 Cleveland Ave SW S
Victory MMA Jujitsu Sbmssn	Canton	OH	victorymmasubmissionfighting.org	1223 30th St NW
Monster Brazilian Jiu Jitsu	Chillicothe	OH	monsterbjj.com	79 N Mulberry St
Club MMA: Mixed Martial Arts	Cincinnati	OH	club-mma.com	3285 Westbourne Dr
GB Kenwood	Cincinnati	OH		7720 Montgomery Road
Powell MMA and Fitness (Jiu Jitsu, Kickboxing, Wrestling)	Cincinnati	OH	powellmmaandfitness.com	1213 York St
School of Combative Arts	Cincinnati	OH	schoolcombativearts.com	4385 Creek Rd
US Martial Arts Academy	Cincinnati	OH	usmartialartsacademy.com	834 Ohio Pike
Vision Fitness & MMA	Cincinnati	OH	visionmma.com	3470 Cardiff Ave
RoundTown Brazilian Jiu-Jitsu Academy	Circleville	OH	roundtownjiujitsu.com	520 S Court St
Cal Crowell Fitness, Athletic & MMA Training Center	Cleveland	OH	clevelandmmatraining.com	5275 Commerce Pkwy W
Hillcrest Academy of Goshin	Cleveland	OH	hillcrestjujitsu.com	4431 Mayfield Rd
Hurricane Jiu Jitsu	Cleveland	OH	hurricanejj.com	3328 Warren Rd
Revolution Fight and Fitness	Cleveland	OH	revolutionfightandfitness.com	20001 Euclid Ave
Izzah Combat Sports & Fitness Eastside Brasa Bjj	Cleveland Heights	OH	izzahsports.com	2490 Lee Blvd
Iron & Soul	Clyde	OH	ironsouljiujitsu.com	1710 W McPherson Hwy
Resistance Lab Brazilian Jiu Jitsu	Columbia Station	OH	resistancelabbjj.com	23005 Sprague Rd
Buckeye Mixed Martial Arts & Fitness	Columbus	OH	buckeyemma.com	950 Taylor Station Rd Suite P
Bushido Martial Arts Club	Columbus	OH	graciebushido.com	2859 S High St
Ernie Reyes' Midwest Martial Arts	Columbus	OH	columbus-martial-arts.com	2544 Bethel Road
Mat Lab Brazilian JiuJitsu	Columbus	OH	matlabbjj.com	6903 E Broad St
Relson Gracie Jiu-Jitsu Columbus	Columbus	OH	gracieohio.com	6819 Flags Center Drive
The Technician Dojo	Columbus	OH	thetechniciandojo.com	1991 Parsons Ave
Top Level Martial Arts	Cuyahoga Falls	OH	toplevelmartialarts.com	2674 N Haven Blvd
Dayton Brazilian Jiu Jitsu	Dayton	OH	daytonbrazilianjiujitsu.com	1753 Woodman Dr
Ilimitadas Brazilian Jiu-Jitsu	Dayton	OH	facebook.com	500 E Main St
Ohio Budokan Martial Arts	Dayton	OH	ohiobudokan.org	601 E 5th St
S&G Brazilian Jiu Jitsu	Dayton	OH	sgbjj.com	2050 S Alex Rd
Soma Gracie Brazilian Jiu-Jitsu of Dayton	Dayton	OH	somajj.com	691 Lyons Rd
TAMA Family Martial Arts	Dayton	OH	tamamartialarts.com	1753 Woodman Dr
Tenbears Martial Arts Academy	Dayton	OH	tenbearsmma.com	2810 Wayne Ave
The Dirty Gym	Dayton	OH	thedirtygym.com	1111 E 2nd St
Rise Ohio	Delaware	OH	riseohio.com	5 East Winter St Ste 300
Summit Martial Arts	Delaware	OH	summitmartialartsacademy.com	425 S Sandusky St
GB Columbus	Dublin	OH	graciebarra.com	5899 Karric Square Drive
Martial Arts Alliance	Dublin	OH	martialartsalliance.net	6655 Dublin Center Dr
Super System BJJ	Dublin	OH	supersystembjj.com	6365 Shier Rings Rd Ste F
Meltons Jiujitsu/MMA	Elyria	OH	m.facebook.com	419 E Broad St
Zenith Ohio BJJ	Elyria	OH		626 Leona St
Dayton Vision MMA	Fairborn	OH		1168 Kauffman Ave
True Art Jiu Jitsu	Fairlawn	OH	trueartbjj.com	2855 W Market St #218
Black Lotus Brazilian Jiu Jitsu Academy	Fairview Park	OH	blacklotusbjja.com	22241 Lorain Rd
Hess' Oriental Martial Arts	Fremont	OH	hessma.com	815 Croghan St
Ruffhouse Jiu Jitsu Columbus	Gahanna	OH	ruffhousecolumbus.com	965 E Johnstown Rd
Castro-Brasa Jiu-Jitsu	Grafton	OH	facebook.com	416 Main St
Columbus MMA	Grove City	OH	columbusmma.com	3663 Garden Ct
Grove City Brazilian Jiu-Jitsu Academy	Grove City	OH	grovecityjiujitsu.com	4070 Hoover Rd
Legacy Martial Arts Academy	Hamilton	OH	legacy-ohio.com	835 NW Washington Blvd
Waterhouse Brazilian Jiu-Jitsu Academy	Hartville	OH	waterhousebjj.com	880 Sunnyside St SW
10th Planet Jiu Jitsu Newark (Heath OH)	Heath	OH	10thplanetnewark.com	409 S 22nd St Suite 6
Delta Team Jiu Jitsu	Heath	OH	deltagrapplingacademy.com	381 S 30th St unit i
Endeavor Defense & Fitness	Hilliard	OH	gymhilliard.com	5040 Nike Dr Ste D
Integrated Combative Arts Academy	Hilliard	OH	icaacademy.com	3919 Parkway Ln Unit #2
Team Chitwood North	Hinckley	OH	teamchitwoodnorth.com	2571 Center Rd
Immortal Martial Arts Center	Lewis Center	OH	immortalmartialartscenter.com	8938 Cotter St
Team Chitwood Martial Arts & Fitness Lewis Center OH	Lewis Center	OH	teamchitwood.com	7719 Graphics Wy e2
Danger Zone Gym	Lima	OH	dangerzonegym.com	250 S Cool Rd
Lima's Total Revolution Training Facility	Lima	OH	trmartialarts.com	2400 Elida Rd Suite 704
Ares Combat Training Center	Macedonia	OH	arescombatsportacademy.com	420 Highland Rd
Ground Zero MMA	Massillon	OH	groundzeromma.com	133 1st St NE
Finishers Jiu Jitsu	Masury	OH	business.facebook.com	847 Brookfield Avenue
Ohio Martial Arts	Maumee	OH	ohiomartialarts.com	3100 Main St Suite 1145
Mayfield Karate & Minna Jiu Jitsu	Mayfield Heights	OH	themayfieldacademy.com	5815 Mayfield Rd
Combat CFMA - Functional Martial Arts	Medina	OH	combatcfma.com	313 Medina Rd
Griffonrawl MMA	Mentor	OH	ohio-mma.com	6090 Pinecone Dr
GB Middleburg	Middleburg Heights	OH		6849B Pearl Rd
Bullpen Fight Club Morristown OH	Morristown	OH	bullpenfightclub.com	201 W Cross St
McCabe Militia - Mixed Martial arts training	New Holland	OH		47 Circle Ave
Impact Family Martial Arts Newark	Newark	OH	impactdojo.com	1056 Mt Vernon Rd
Underground Gym	Newark	OH	facebook.com	55 W Church St
VO2 Fitness (BJJ by Delta Grappling Academy)	Newark	OH	vo2fitnessnewark.com	2074 Cherry Valley Road
Synergy Martial Arts Academy	Newton Falls	OH	synergymartialartsohio.com	26 S Canal St 2nd floor
Hill Jiu Jitsu Academy	North Canton	OH	hilljiujitsuacademy.com	1664 N Main St 9 & #10
Hooligans Boxing & MMA	North Ridgeville	OH	hooligans.business.site	39041 Center Ridge Rd
Gracie Orwell Jiu Jitsu Academy	Orwell	OH	gracieorwell.com	535 E Main St
4Point Base BJJ	Ostrander	OH	4pointbase.com	10 W North St
Adventure BJJ & Sambo	Parma	OH	adventuremma.com	5785 Ridge Rd
Parma Family Martial Arts Center	Parma	OH	pfmac.com	5596 Ridge Rd
Second Nature Brazilian Jiu Jitsu	Port Clinton	OH	facebook.com	115 Madison St Suite A
JW Brazilian Jiu-Jitsu	Ravenna	OH	jwbrazilianjiujitsu.wixsite.com	4948 S Prospect St
South Prospect Martial Arts Gym	Ravenna	OH	southprospectgym.quest	4948 S Prospect St
Columbus Brazilian Jiu-Jitsu	Reynoldsburg	OH	columbusbjj.com	6475 E Main St
Ohio Combat Sports Academy	Reynoldsburg	OH	ohiocombatacademy.com	6956 Americana Pkwy
Adrenaline Academy	Sandusky	OH		2525 W Monroe St
Edge Fitness Studio	St Clairsville	OH	theedgefit.com	51342 National Rd E suite l
Young Guardians MMA	St Marys	OH	young-guardians-mma.business.site	1238 Indiana Ave
Vanyo Martial Arts	Strongsville	OH	vanyomma.com	19654 W 130th St
Koguryo Martial Arts Academy	Sunbury	OH	koguryoma.com	35 E Granville St
Bobcat MMA	The Plains	OH	starbrickbjj.com	70 N Plains Rd
Adamas Brazilian Jiu Jitsu Academy	Toledo	OH	adamasjiujitsutoledo.com	5201 Monroe St
North American Martial Arts Institute	Toledo	OH	namai.us	3613 Monroe St
Ohio Brasa/Deon Thompson Brazilian Jiu Jitsu	Toledo	OH	ohiobrasajiujitsu.com	3350 W Laskey Rd
Rudo Jiu-Jitsu	Toledo	OH	rudojiujitsu.com	5810 Southwyck Blvd
Toledo Jiu Jitsu Center	Toledo	OH	toledojiujitsu.com	5222 Tractor Rd
MPower Gym LLC	Vandalia	OH	mpowergymllc.com	270 N Dixie Dr
Team Chard BJJ	Walton Hills	OH	ohiobjjc.com	20437 Hannan Parkway Suite 2
Ground Up Brazilian Jiu-Jitsu	Warrensville Heights	OH	mpcle.com	4509 Taylor Ln
Love And Chokes Jiu Jitsu Academy	Warrensville Heights	OH	loveandchokes.com	4518 Renaissance Pkwy
GB Cincinnati	West Chester	OH	cincymma.com	4845 Premier Way Suite 3
Jorge Gurgel Martial Arts Center West Chester	West Chester	OH	jgmma.com	6875 Fountains Blvd Suite K
Sacan Martial Arts	West Chester	OH	sacanmartialarts.com	9090 Cox Rd
Meyer Martial Arts	West Chester Township	OH	meyermartialarts.com	4845 Premier Way
GB Lewis Center	Westerville	OH		1156 East Powell Road
Relson Gracie Jiu-Jitsu Cleveland	Willoughby	OH	graciecleveland.com	4128 Erie St
Team Torque Mixed Martial Arts	Wilmington	OH		1550 W Main St
Ohio Academy of Martial Arts	Wooster	OH	ohioacademyofmartialarts.com	2889 Cleveland Rd
Gladiator Training Center	Xenia	OH	gladiatortrained.com	59 E 2nd St
Gracie Allegiance Ohio	Zanesville	OH	zanesville-jiujitsu.com	3575 Maple Ave #214 J
GB West County	Ballwin	MO	gbwestcounty.com	15425 Manchester Rd
Black Diamond Grappling Club	Bevier	MO	bevierjiujitsu.com	108 E Elvira St Suite B
Blue Springs Jiu-Jitsu	Blue Springs	MO	bluespringsjiujitsu.com	5225 US-40
Gautreaux's Martial Art Center	Blue Springs	MO	gforcekicks.com	2905 US-40
Sharkbait's MMA & Jiu Jitsu Academy	Blue Springs	MO	sharkbaitmma.com	1751 NW Burdett Crossing
Infinity Martial Arts of Bolivar	Bolivar	MO	infinity-martial-arts-of-bolivar.business.site	830 E San Martin St
Branson Jiu Jitsu - Fulcrum 360	Branson	MO	rkbjjbranson.com	1000 Pat Nash Dr Building 9
Integrity Fitness	Bridgeton	MO	integrityfit-stl.com	4614 Crossroads Industrial Dr
Lake Area Gracie Jiu-jitsu	Camdenton	MO	lakeareabjj.com	942 North Business Highway 5
Cape Martial Arts	Cape Girardeau	MO	capemartialarts.com	766 S Kingshighway
Carpe Momentum School of Jiu-Jitsu LLC	Cape Girardeau	MO	cmsojj.com	10 N Sprigg St
GB Chesterfield	Chesterfield	MO	gbchesterfield.com	13379 Olive Boulevard
S2 Bjj	Chesterfield	MO	s2bjj.com	16851 N Outer 40 Rd
Team Z MMA Fitness Center	Chesterfield	MO	teamzmma.com	114 Four Seasons Shopping Center
Gracie Humaita Columbia	Columbia	MO	graciehumaitacolumbia.com	10 W Nifong Blvd
GB O'Fallon	Dardenne Prairie	MO	gbofallon.com	1670 Bryan Rd
Carrillo's Martial Arts	Dexter	MO	carrillosmartialarts.com	16 S Walnut St
Gracie Humaita Eureka	Eureka	MO	gracieeureka.com	223 Thresher Dr
USA Martial Arts Academy	Eureka	MO	usamartialartsacademy.com	89 Hilltop Village Center Dr
Royce Gracie Jiu-Jitsu Farmington MO	Farmington	MO	facebook.com	110 W Pine St
Victory MMA and Fitness Farmington MO	Farmington	MO	victorymma.net	429 E Karsch Blvd
ES MMA and Fitness	Fenton	MO	esmmaandfitness.com	2081 Bentley Plaza
Team Rodrigo Vaghi	Fenton	MO	teamvaghi.com	2275 Cassens Drive Suite 109
The Proving Ground	Fenton	MO		1732 Westpark Center Dr
Hahn Mixed Martial Arts & Fight Promotions	Festus	MO	hahnmma.com	20 E Main St
Whole Armour Martial Arts	Festus	MO	whole-armour.com	407 W Main St
St Louis's F.I.T. Martial Arts Center	Florissant	MO		2370 N Hwy 67
Dot Your Eye, INC MMA	Gladstone	MO	rivercitywarriors.com	6512 N Oak Trafficway
FullTilt Performance Center	Hannibal	MO	fulltilt-performance-center.business.site	302 Broadway
GB Hannibal	Hannibal	MO	graciebarra.com	210 Huck Finn Shopping Center
Pirata Jiu Jitsu	Independence	MO	piratajiujitsu.com	2112 Rte 291 Ste E
Gracie Jiu Jitsu of Southeast Missouri	Jackson	MO	graciesemo.com	3210 Old Cape Rd
GB Jefferson City	Jefferson City	MO	graciebarra.com	512 Ellis Blvd Suite P
HerronBJJ (Jiu-Jitsu and Self-Defense)	Jefferson City	MO	herronbjj.com	2632 Industrial Drive Suite B
Jefferson City Judo Club & Jujitsu	Jefferson City	MO	jeffersoncityjudoclub.com	1301 Creek Trail Dr
Joplin Brotherhood Mixed Martial Arts	Joplin	MO	jbhmma.com	1704 W 7th St
Legacy MMA & Jiujitsu	Joplin	MO		1050 S Joplin Ave
The Forge	Joplin	MO	warriorsciences.net	902 E 4th St #3
Old School Jiu Jitsu	Kirksville	MO	facebook.com	16455 Dove Rd
Stealth Brazilian Jiu-Jitsu LLC	Knob Noster	MO		110 N State St
Lake Ozark Brazilian Jiu Jitsu	Lake Ozark	MO		111 Crossings W #11
Glory MMA & Fitness	Lee's Summit	MO	glorymmaandfitness.com	11441 Strang Line Rd
K2L Martial Arts	Lee's Summit	MO	kids2leaders.com	821 SW Lemans Ln
New Star Martial Arts	Lee's Summit	MO	newstarmartialarts.com	25110 E 97th St
Ozark Mountain Brazilian Jiu Jitsu	Marshfield	MO	ozarkmountainbjj.com	821b E 2nd St
Grappling Concepts Nixa	Nixa	MO	grapplingconceptsnixa.com	1110 Gerald Dr
Leake Brazilian Jiu Jitsu	Nixa	MO	leakebjj.com	904 N Main St Suite 5
TCB Fight Factory 417	Nixa	MO	tcbfightfactory417.com	2075 N James River Ct
Aegis Jiu Jitsu	North Kansas City	MO	aegisjiujitsu.com	1617 Iron St
Forged Jiu Jitsu	Ozark	MO	forged-bjj.com	773 N 20th St
21st Century Self Defense	Pacific	MO		600 E Osage St
Legends MMA	Park Hills	MO	legendsmmaofparkhills.com	512 E Main St suite c
Aplomb Martial Arts of Parkville	Parkville	MO	aplombmartialarts.com	6325 Lewis St Ste 118
JD's Gym	Peculiar	MO	jdsgym.com	400 S Peculiar Dr
Perryville Jiu Jitsu	Perryville	MO		113 Perry Plaza
Cast Iron Bjj	Pleasant Valley	MO	libertybjj.com	6603B Royal St
Pak's Academy of Martial Arts	Raymore	MO		411 W Pine St
Caveman Crew MMA Gym	Raytown	MO		6129 Blue Ridge Blvd
MTA Republic	Republic	MO	facebook.com	824 E State Hwy 174
JAMMA Jermaine Andre Mixed Martial Arts	Richmond Heights	MO	jamma.pro	1500 S Big Bend Blvd
Agoge Training Body and Mind	Rolla	MO	facebook.com	1230 N Oak St apartment b
Eagle Gyms	Rolla	MO		1230 N Oak St apartment b
Honey Badger Training Facility	Rolla	MO	honeybadgertrainingfacility.com	937 Parkwood Drive
Kifaru Jitsu Martial Arts	Salem	MO	kifarujitsu.com	501 W 4th St
10th Planet Sedalia MO	Sedalia	MO	facebook.com	510 S Ohio Ave
Revive BJJ	St Charles	MO	revivebjj.com	4135 N Peters Pkwy
St. Charles MMA and BJJ	St Charles	MO	stcharlesmma.com	1861 Scherer Pkwy
St. Joseph Brazilian Jiu Jitsu & Mixed Martial Arts	St Joseph	MO	sjbjjmma.com	3935 Sherman Ave b
MAYSH Fitness	St Peters	MO	mayshfit.com	6720 Mexico Rd
Finney's MMA	St. Louis	MO	finneyskickboxing.com	9744 Watson Rd
GB Shrewsbury	St. Louis	MO		7570 Watson Road
North Broadway Jiu-Jitsu	St. Louis	MO	guidrytraining.com	2222 South Vandeventer
